  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
undoubtedli			     {2}				       2		       0		       2		       0		       0		       0		       0		       0		       0		       0		       0
   undul			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
undulatori			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  unduli			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
 unearth			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
unenforc			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  ungrat			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 unhatch			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
unicellular			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    unif			    {10}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       0		       2
 uniform			{1, 10, 7}				      12		       1		       0		       0		       0		       0		       0		       2		       0		       0		       9
uniformli			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
unimagin			  {1, 2}				       2		       1		       1		       0		       0		       0		       0		       0		       0		       0		       0
unimport			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   union			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
   uniqu			  {2, 6}				       2		       0		       1		       0		       0		       0		       1		       0		       0		       0		       0
  unison			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
    unit			{1, 3, 4, 6, 8, 9, 10}				      27		       1		       0		       1		       1		       0		      10		       0		       1		       2		      11
   uniti			{10, 6, 7}				       3		       0		       0		       0		       0		       0		       1		       1		       0		       0		       1
 univers			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      81		      32		       1		       1		       5		      15		       3		       1		       0		      13		      10
 unknown			{9, 2, 10, 6}				       8		       0		       4		       0		       0		       0		       2		       0		       0		       1		       1
  unless			{5, 6, 7, 9, 10}				      10		       0		       0		       0		       0		       2		       1		       1		       0		       1		       5
   unlik			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
  unlink			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
unmistak			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
unnecessari			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 unpalat			     {8}				       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
   unpay			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
unpreced			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
unpromis			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  unprov			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 unravel			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   unrel			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 unremit			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  unrest			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
unrestrict			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  unseen			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
unsolicit			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
